Termin,T_Mit_2m,Luftfeuchte,Niederschlag_Summe,T_Min_2m,T_Max_2m,Sonnenstunden
2015-01-01T00:00:00,-2.9,94.6,0,-6.6,0.6,1.9
2015-01-02T00:00:00,-1.6,92.2,5.4,-8.4,3.2,2
2015-01-03T00:00:00,1,94.7,27.1,-0.4,4.6,0
2015-01-04T00:00:00,1,86.2,0,0.4,1.3,0
2015-01-05T00:00:00,0.4,78.4,0,-2.5,2.8,1.8
2015-01-06T00:00:00,-0.6,81.7,0,-3.9,3.5,5.4
2015-01-07T00:00:00,-0.4,93,1,-4.6,1.9,0
2015-01-08T00:00:00,3.9,81.8,0.2,-1.9,7.7,0
2015-01-09T00:00:00,6.8,78.5,3.8,4.1,9.4,0
2015-01-10T00:00:00,12.5,72.7,0,9.3,15,4.1
2015-01-11T00:00:00,2.7,85.9,9.1,0.2,11.2,0.8
2015-01-12T00:00:00,2.7,71.8,0,-1.6,4.7,0.4
2015-01-13T00:00:00,4.6,55.4,0,-2.9,13.2,7.9
2015-01-14T00:00:00,5.5,73,1.4,-0.5,9.8,0
2015-01-15T00:00:00,2.1,84.9,0,-1.7,7.3,1.2
2015-01-16T00:00:00,1.3,87.9,0,-2.2,4.7,1.3
2015-01-17T00:00:00,1,96.9,7.3,0.2,3.2,0
2015-01-18T00:00:00,0.9,93.3,0,0.1,2.5,0
2015-01-19T00:00:00,0.4,87.4,0,-2.2,3,4.6
2015-01-20T00:00:00,-0.7,97.2,0,-2.3,0.9,0
2015-01-21T00:00:00,-0.1,89.4,0,-0.8,0.3,0
2015-01-22T00:00:00,0,93,0,-0.4,0.8,0
2015-01-23T00:00:00,-0.2,95.6,0.2,-0.8,0.2,0
2015-01-24T00:00:00,-0.6,91,0,-2.1,0.3,0
2015-01-25T00:00:00,-0.4,89.5,2.4,-1.3,0.6,0.1
2015-01-26T00:00:00,-0.7,86.2,2.4,-2.1,1.4,2.7
2015-01-27T00:00:00,0.4,92.9,1.6,-0.3,1.1,0.9
2015-01-28T00:00:00,0,85.4,0.6,-2.2,1.8,3.2
2015-01-29T00:00:00,1,86.3,2.1,-1.1,2.9,4.6
2015-01-30T00:00:00,-0.3,81.9,1.5,-4.6,1.9,0.1
2015-01-31T00:00:00,-0.9,81.5,0.5,-4.4,1.9,6.4
2015-02-01T00:00:00,-1.2,84.5,1.7,-6.2,1.6,3.1
2015-02-02T00:00:00,-1,89.2,0.4,-5.1,0.8,0.7
2015-02-03T00:00:00,-5.8,87.7,0,-11.8,-0.7,8.1
2015-02-04T00:00:00,-7.7,89.2,0,-14.1,-2.7,7
2015-02-05T00:00:00,-2.9,78.5,0,-5,-1.1,0
2015-02-06T00:00:00,-3.6,71.8,0,-6.2,-1.3,4.2
2015-02-07T00:00:00,-5.6,72.5,0,-8.2,-2.4,7.8
2015-02-08T00:00:00,-2.8,73.8,1,-7.5,0.7,2
2015-02-09T00:00:00,-2,75.3,0.1,-4.5,0.3,0
2015-02-10T00:00:00,0.3,82.6,0,-5.4,3.6,0.9
2015-02-11T00:00:00,-0.9,94.6,0,-3.1,0.6,0
2015-02-12T00:00:00,-1.8,98.5,0,-2.6,-1.1,0
2015-02-13T00:00:00,-3.1,97.9,0,-4.6,-1.7,0
2015-02-14T00:00:00,-3,97.5,0,-4.3,-2,0
2015-02-15T00:00:00,-2.2,97.2,0,-4.5,-0.1,0
2015-02-16T00:00:00,-1.4,96.4,0,-3,0,0
2015-02-17T00:00:00,-2.4,98.3,0,-3.5,-1.2,0
2015-02-18T00:00:00,-1.9,96.1,0,-2.9,-1.4,0
2015-02-19T00:00:00,-2.5,92.5,0,-4.7,3.4,3.1
2015-02-20T00:00:00,-0.9,82,0,-8.6,8.9,10
2015-02-21T00:00:00,0.6,77.9,0,-5.8,6.7,1.8
2015-02-22T00:00:00,0.7,93.9,2,-4.2,3.6,0.3
2015-02-23T00:00:00,0.1,94.5,2.6,-4.5,4.3,0.7
2015-02-24T00:00:00,2.4,85.8,0.4,-0.9,5.2,0.5
2015-02-25T00:00:00,1.3,84.8,0,-2.1,4.9,0.8
2015-02-26T00:00:00,0.6,84.1,0,-3.9,6.3,9.3
2015-02-27T00:00:00,1,84.7,1.3,-4.4,7.8,7.5
2015-02-28T00:00:00,1.1,93.5,0.4,-1.6,3.6,0
2015-03-01T00:00:00,3.2,90.5,1,-2,8.1,0.1
2015-03-02T00:00:00,5.4,83.5,6.7,0.9,8.6,0.1
2015-03-03T00:00:00,3.6,68.7,0,0.4,8.1,9
2015-03-04T00:00:00,3,75.7,1.6,-0.4,5.5,2.8
2015-03-05T00:00:00,1.6,75.4,0.3,-0.4,4.6,1.6
2015-03-06T00:00:00,2.3,74.8,0,-2.3,6.1,1.1
2015-03-07T00:00:00,2.5,76.8,0,-2.9,8.8,9.4
2015-03-08T00:00:00,4.3,69.2,0,-2.7,12.5,9.6
2015-03-09T00:00:00,4.8,68.9,0,-1.5,13,9.8
2015-03-10T00:00:00,5.7,69.6,0,-3.1,13.9,9.1
2015-03-11T00:00:00,4.4,73.5,1.4,-1.5,7.9,4.4
2015-03-12T00:00:00,3.7,70.8,0,0.1,8.1,1.7
2015-03-13T00:00:00,2,73.2,0,-0.8,4.2,0
2015-03-14T00:00:00,2.1,83.8,0,-2,5.4,0
2015-03-15T00:00:00,4.3,74.2,0,-0.8,10.2,5.5
2015-03-16T00:00:00,7.1,61.1,0,1.4,13.5,3
2015-03-17T00:00:00,10,58.8,0,4.1,17.5,8.2
2015-03-18T00:00:00,7.3,63.6,0,0.7,14.6,10.9
2015-03-19T00:00:00,5.8,62.3,0,-1,13.6,11
2015-03-20T00:00:00,4.7,63.2,0,-2.6,13.3,10.5
2015-03-21T00:00:00,5.4,70.3,2.8,-3.4,14,7.7
2015-03-22T00:00:00,4.2,86.8,0.9,2.6,5.7,0
2015-03-23T00:00:00,4.1,83.6,0,-0.8,6.3,0
2015-03-24T00:00:00,6.5,74.8,0,-2,15.2,9.8
2015-03-25T00:00:00,9.1,66.3,0,2.7,15.2,6.4
2015-03-26T00:00:00,5.9,86.5,0.7,4.9,7.7,0
2015-03-27T00:00:00,5.7,75.5,1.2,3.8,9.1,1.7
2015-03-28T00:00:00,6.4,66,0.1,1,11.8,7.4
2015-03-29T00:00:00,9.5,77.6,0.9,6.5,12.5,0.1
2015-03-30T00:00:00,6.5,80.7,7.9,3.8,9.5,2.2
2015-03-31T00:00:00,8.4,74.5,3.7,1.6,13.9,1.6
2015-04-01T00:00:00,2.7,78.3,3.7,0.2,6.5,5.7
2015-04-02T00:00:00,3.3,80.2,4.8,0.2,6,2.2
2015-04-03T00:00:00,3.9,69.3,0,-1.4,9.7,10.1
2015-04-04T00:00:00,3.5,86.6,4.5,1.9,5.3,0
2015-04-05T00:00:00,2.4,63.3,0,-2,6.9,9.7
2015-04-06T00:00:00,1.6,72.3,0.2,-2.4,6.2,2.6
2015-04-07T00:00:00,2.8,68.4,0,-2.9,8.7,10.5
2015-04-08T00:00:00,6.3,64.3,0,-0.2,13.4,10.5
2015-04-09T00:00:00,9.3,70.3,0,2.4,18,12.2
2015-04-10T00:00:00,11.4,63.4,0,1.7,21,10.6
2015-04-11T00:00:00,12.2,60.6,0,5.3,18.1,3.7
2015-04-12T00:00:00,11.8,68.2,0,5.7,18.9,6.3
2015-04-13T00:00:00,11.8,63.7,0,5.3,18.4,8.7
2015-04-14T00:00:00,11.9,60.8,0,5.4,18.8,7.9
2015-04-15T00:00:00,14.6,49.5,0,5.5,23.3,12.4
2015-04-16T00:00:00,15.8,47.4,0.1,9.6,21.8,6.7
2015-04-17T00:00:00,11,86.1,24.4,5.3,16.4,0.6
2015-04-18T00:00:00,5.9,64.1,0,0.9,10.1,8
2015-04-19T00:00:00,6.4,64.8,0,-0.1,12.9,13.2
2015-04-20T00:00:00,8.8,60.7,0,-0.2,16.5,13
2015-04-21T00:00:00,11.5,57,0,1.6,19.7,13.1
2015-04-22T00:00:00,11.1,54.5,0,2.6,19.8,11.9
2015-04-23T00:00:00,6.1,69.2,0,0,12.2,7.4
2015-04-24T00:00:00,8.9,64,0,-0.7,18.2,13.1
2015-04-25T00:00:00,12.2,68.7,1.5,3.1,19.7,5.5
2015-04-26T00:00:00,14.6,72.5,1.5,10.1,20,7.8
2015-04-27T00:00:00,15.6,67.2,5.8,6.3,22.8,11.5
2015-04-28T00:00:00,8.1,87.2,6.5,4.5,12.1,0.2
2015-04-29T00:00:00,7.7,76,0,0.8,13.1,11.2
2015-04-30T00:00:00,10,74.2,1.1,5.3,15.4,4.8
2015-05-01T00:00:00,8.5,95.5,30.7,7.7,9.6,0
2015-05-02T00:00:00,10.3,86.9,1.4,7.4,13.6,0.6
2015-05-03T00:00:00,13.4,95.1,11.6,10.2,16.3,0
2015-05-04T00:00:00,16.8,82.9,0,14.2,20.7,1.6
2015-05-05T00:00:00,18.4,75.3,3.6,12.9,25.9,2.2
2015-05-06T00:00:00,12.2,90,25.8,8.5,14.6,3.7
2015-05-07T00:00:00,12.6,73.6,0,8,18,9.2
2015-05-08T00:00:00,15,68.4,0,8.8,22.2,11
2015-05-09T00:00:00,13.7,85.2,4.7,10.8,17.6,0.3
2015-05-10T00:00:00,13.4,74.2,0,7.4,19,9.3
2015-05-11T00:00:00,14.3,71.9,0,5.6,21.8,11.8
2015-05-12T00:00:00,19,58.4,0,8.4,27.5,11.7
2015-05-13T00:00:00,17.3,70.3,6.4,13.4,22.1,6
2015-05-14T00:00:00,14.9,79.8,0.9,11.4,18.6,6.1
2015-05-15T00:00:00,12.3,87.2,0.5,7.7,15.2,0
2015-05-16T00:00:00,14.2,69.7,0,5.7,19.8,10.8
2015-05-17T00:00:00,13.5,75.8,1.1,10.5,17.8,4
2015-05-18T00:00:00,16.1,69.9,0,7.3,23.5,13.7
2015-05-19T00:00:00,13.7,86.5,16.4,9.9,18,0.7
2015-05-20T00:00:00,8.1,94.3,20.4,6.7,10,0
2015-05-21T00:00:00,9.1,89.2,1.1,7,12.5,0
2015-05-22T00:00:00,10.8,76.7,0,4.3,15.4,4.7
2015-05-23T00:00:00,11.4,78.1,3.3,6.8,16.6,0.1
2015-05-24T00:00:00,11.6,87.8,1.4,8.6,15.7,0
2015-05-25T00:00:00,13,84.1,0.9,9.9,19.2,3.6
2015-05-26T00:00:00,11.5,77.7,0,8.1,15.1,1.4
2015-05-27T00:00:00,9.3,74.5,0,4.5,14,3
2015-05-28T00:00:00,12.4,68.8,0,3.5,20.3,12.9
2015-05-29T00:00:00,16.1,64.6,0,7.8,23.4,10.3
2015-05-30T00:00:00,14.5,76.5,0.1,11.5,18.4,7.6
2015-05-31T00:00:00,16,68.1,0,9.6,21.2,7.2
2015-06-01T00:00:00,18.6,67.7,0.2,11.9,26.1,10.5
2015-06-02T00:00:00,19.1,70.4,0,13.8,25.7,11
2015-06-03T00:00:00,21.5,58.8,0,12.5,28.4,13.2
2015-06-04T00:00:00,20.5,64.4,0,12.6,26.7,14.9
2015-06-05T00:00:00,21.5,65.9,0,15.4,28.1,14.9
2015-06-06T00:00:00,22.6,67.1,3.6,13.2,30.3,11.9
2015-06-07T00:00:00,21.4,72.7,0,16,26.9,11.7
2015-06-08T00:00:00,16.1,90.2,16.6,12.2,20.1,0.9
2015-06-09T00:00:00,12,93.6,0.8,11.2,13.4,0
2015-06-10T00:00:00,14.6,86.4,0,11.2,18.2,0.1
2015-06-11T00:00:00,17.7,82.8,0,14.2,22.4,2
2015-06-12T00:00:00,21,71.1,0,12.9,28.9,13.2
2015-06-13T00:00:00,20.4,75,8.8,14.7,25.5,6
2015-06-14T00:00:00,19.7,79.5,20.8,15.3,24.9,7.7
2015-06-15T00:00:00,15.5,93.4,21.7,13.6,16.6,0
2015-06-16T00:00:00,15.1,83.5,0,11.4,19,4.5
2015-06-17T00:00:00,14.2,74.6,0,10.1,19.5,8.3
2015-06-18T00:00:00,13.8,89.4,11.9,9.3,17.2,0
2015-06-19T00:00:00,12.9,80.1,0,10.9,15.5,1.4
2015-06-20T00:00:00,11.5,79.8,0.7,9.4,15.1,2.3
2015-06-21T00:00:00,13.4,78.3,0.6,9.5,17.6,1.6
2015-06-22T00:00:00,14.5,83.9,10,11.9,20.5,3.2
2015-06-23T00:00:00,12.6,73.3,2.8,9.7,16.6,9.6
2015-06-24T00:00:00,13.4,74,0,8,19.8,7.7
2015-06-25T00:00:00,14.6,72.9,0,6.4,21.3,10.4
2015-06-26T00:00:00,17.9,67.8,0,8.5,24.5,12
2015-06-27T00:00:00,17.7,81,0.9,13.8,22.9,2.2
2015-06-28T00:00:00,17.7,71.8,0,13,22.7,8.5
2015-06-29T00:00:00,18.7,71.6,0,12.5,25.2,8.2
2015-06-30T00:00:00,20.7,65.7,0,12.2,29,11.8
2015-07-01T00:00:00,21.7,67,0,13.5,28.6,15.1
2015-07-02T00:00:00,22.4,67.4,0,14.8,29.7,13.5
2015-07-03T00:00:00,23.6,70.5,0,14.1,31.9,13.6
2015-07-04T00:00:00,24.7,69.5,0,16.2,32.9,13.6
2015-07-05T00:00:00,25.8,65.5,0,17.6,33.4,13.3
2015-07-06T00:00:00,24,72.3,0.8,17.6,28.8,9.5
2015-07-07T00:00:00,25.8,66.4,4.5,16.4,33.8,14
2015-07-08T00:00:00,18.4,81.4,6.8,13.8,21,1.2
2015-07-09T00:00:00,15.4,69.7,0.3,8.7,19.1,4.8
2015-07-10T00:00:00,15.1,66.9,0,7.3,22.4,13.9
2015-07-11T00:00:00,18.9,66.8,0.1,8.3,28.3,12.3
2015-07-12T00:00:00,21.7,54.3,0,13.3,27.7,11.5
2015-07-13T00:00:00,18.1,69.6,1,15.8,21,0.3
2015-07-14T00:00:00,20.3,72.8,0,15.4,25.8,2
2015-07-15T00:00:00,21.2,67,0,16,27.4,8.7
2015-07-16T00:00:00,23.2,65.6,0,13.6,31.1,14.3
2015-07-17T00:00:00,25,58,0,15.3,33.9,11.5
2015-07-18T00:00:00,22.1,68.5,0.4,14.8,29.1,7.3
2015-07-19T00:00:00,23.1,68.9,0.5,16,28.8,8.3
2015-07-20T00:00:00,22.7,71.8,0,18.1,28.5,8.7
2015-07-21T00:00:00,24.3,65.4,0,16.5,32,10.4
2015-07-22T00:00:00,25.3,60.7,0,15.6,34.3,11
2015-07-23T00:00:00,21.1,76.6,1.4,18.3,24.5,3.4
2015-07-24T00:00:00,22.7,68.5,0,14.8,29.1,10.5
2015-07-25T00:00:00,20.1,59,0.2,12.6,25,3
2015-07-26T00:00:00,16.4,56.3,0.9,8,23.1,12.7
2015-07-27T00:00:00,17.4,71.6,3.5,12.9,23.8,8.9
2015-07-28T00:00:00,18.3,60.1,1.3,12.1,22.8,3.4
2015-07-29T00:00:00,15,81,1,9.5,20.5,3.8
2015-07-30T00:00:00,15.1,63.1,0,7.5,21.8,11.9
2015-07-31T00:00:00,17.6,50.4,0,9.3,23.5,12.6
2015-08-01T00:00:00,17.4,61.3,0,13.2,20.7,1.6
2015-08-02T00:00:00,18.4,73.8,0.1,12.9,25.1,5.5
2015-08-03T00:00:00,19.9,67,0,11.2,28.3,14.1
2015-08-04T00:00:00,21.9,64.8,0,12.1,31.6,11.1
2015-08-05T00:00:00,21.8,68.2,0,13.6,29.9,13.7
2015-08-06T00:00:00,24.1,59.5,0,13.2,33.6,13.8
2015-08-07T00:00:00,25.2,55,0,14.3,35.2,13.8
2015-08-08T00:00:00,24.7,60.6,1.9,15.4,34.9,12.1
2015-08-09T00:00:00,25.3,61.4,0,16.1,33.3,12.3
2015-08-10T00:00:00,23.6,69.5,0,17.8,30,9.3
2015-08-11T00:00:00,23.4,66.9,0,16.3,31.9,11.5
2015-08-12T00:00:00,23.8,57.9,0,14.2,33.4,12.9
2015-08-13T00:00:00,25.1,50.2,0,14.5,33.8,12.6
2015-08-14T00:00:00,23.3,65.6,4.7,17.3,32,9.2
2015-08-15T00:00:00,19.6,79.2,0.7,15.9,25.7,4.1
2015-08-16T00:00:00,16.2,91.4,6.8,14.8,18.9,0.4
2015-08-17T00:00:00,14.6,92.3,4.6,12.9,15.8,0
2015-08-18T00:00:00,16.3,74.6,0,11.3,21.5,8.4
2015-08-19T00:00:00,16.2,72.3,0,13.4,20,0.9
2015-08-20T00:00:00,16,78.1,0.1,12,20.6,2
2015-08-21T00:00:00,15.5,82.6,0,9.7,21.2,2.7
2015-08-22T00:00:00,16.7,66.1,0,8.2,24.9,12.2
2015-08-23T00:00:00,18.5,65.8,2.3,11.8,27.4,10.9
2015-08-24T00:00:00,19.3,80.7,21.6,14,28.7,7.7
2015-08-25T00:00:00,15.4,76.2,2.6,8.8,21.4,7.3
2015-08-26T00:00:00,16.1,70.1,0,7.1,25.2,13.2
2015-08-27T00:00:00,19.8,69.2,0,9.2,30.6,10.7
2015-08-28T00:00:00,23,63.3,0,15.6,30.3,8.8
2015-08-29T00:00:00,22.8,69.2,0,14.2,31.2,12.9
2015-08-30T00:00:00,24.2,68.1,0,16.2,32.4,12.7
2015-08-31T00:00:00,24,62.5,0,16,32,12.5
2015-09-01T00:00:00,21.2,66.9,11.9,15.1,31,8
2015-09-02T00:00:00,14.5,94.1,3.6,11.2,15.7,0
2015-09-03T00:00:00,14.4,94,2.9,11.3,18.2,0.2
2015-09-04T00:00:00,14.7,81.1,0,10.3,19.8,4.5
2015-09-05T00:00:00,13.5,66.1,0.3,10.1,17.9,1.8
2015-09-06T00:00:00,10.9,74.9,7.5,6.7,15.4,4
2015-09-07T00:00:00,10.3,79.2,0,6.2,14.6,0.3
2015-09-08T00:00:00,12.4,78.4,0,8.5,17.2,7.4
2015-09-09T00:00:00,12.1,72.7,0,7,17.8,6
2015-09-10T00:00:00,11.2,75.9,0,6.3,17.5,5.6
2015-09-11T00:00:00,12.7,75.1,0,4.1,20.7,9.6
2015-09-12T00:00:00,15.4,73.3,0,6.6,24.6,9
2015-09-13T00:00:00,17.2,75.2,0,9.4,25.6,8.2
2015-09-14T00:00:00,14.4,88.4,5,12.3,17.2,1.8
2015-09-15T00:00:00,14.6,78.3,1.2,10.2,19.8,3.2
2015-09-16T00:00:00,18.7,65.7,0,10.6,27.1,5.4
2015-09-17T00:00:00,17.2,68.9,0,11.5,28.4,7.5
2015-09-18T00:00:00,14.2,79.8,1.3,10,17.8,3.1
2015-09-19T00:00:00,13.7,78.1,0,7.1,19.9,5
2015-09-20T00:00:00,11.6,82.4,0,6.7,16.5,1.2
2015-09-21T00:00:00,11.4,71.9,0,4.2,18.6,11.8
2015-09-22T00:00:00,12.1,79.5,4.1,5,17.9,2.7
2015-09-23T00:00:00,10.8,84.9,6.7,9.3,13.1,0
2015-09-24T00:00:00,10.3,89,0,5.7,13.7,0.3
2015-09-25T00:00:00,11.4,84.2,0,5.2,16.9,1.3
2015-09-26T00:00:00,12.8,82.2,0,10.8,16.4,0
2015-09-27T00:00:00,12.1,65.2,0,8.6,16,1.9
2015-09-28T00:00:00,10.2,66.6,0,4.4,14.3,1.9
2015-09-29T00:00:00,10.4,63.5,0,5.8,15.6,6.3
2015-09-30T00:00:00,9.6,61.9,0,5.5,14.8,10.4
2015-10-01T00:00:00,10.1,60.8,0,4.3,17.1,11.2
2015-10-02T00:00:00,11.8,66.2,0,5.9,18.4,11.2
2015-10-03T00:00:00,12.9,77,0,6.5,21.4,6.9
2015-10-04T00:00:00,9.7,92.8,0.5,3.5,13.4,0.5
2015-10-05T00:00:00,10.7,79.8,0.3,3.4,18.5,9.3
2015-10-06T00:00:00,15,85.5,12.6,10.4,21.4,6
2015-10-07T00:00:00,13.2,94.3,6.7,11,15,0
2015-10-08T00:00:00,11.3,86.4,0,7.1,15.5,2.8
2015-10-09T00:00:00,11.3,83.6,0,6.6,16.5,5.2
2015-10-10T00:00:00,9.8,90.3,0,5.2,12.5,0
2015-10-11T00:00:00,7.7,87.5,0,3.1,10.9,1.5
2015-10-12T00:00:00,4.9,78.8,0,0.8,11,8.3
2015-10-13T00:00:00,5,89.8,14.1,2,7.9,0
2015-10-14T00:00:00,5.8,88.3,13.8,4,8.8,0.3
2015-10-15T00:00:00,4.4,92.6,5.8,3.8,5.2,0
2015-10-16T00:00:00,4.5,88.8,2,3.1,5.6,0
2015-10-17T00:00:00,5.3,85.5,0.7,2.8,7.9,0.8
2015-10-18T00:00:00,6.2,93.3,4.9,5.2,8.3,0
2015-10-19T00:00:00,5.8,90.7,0.1,1.9,7.9,0.3
2015-10-20T00:00:00,4.2,92.5,0,0.2,8.9,1.1
2015-10-21T00:00:00,6.4,89.2,0,3.7,9.6,2.2
2015-10-22T00:00:00,8.3,79.3,0,5.9,11.1,1.9
2015-10-23T00:00:00,9,90.2,0,4.5,12.3,0.1
2015-10-24T00:00:00,6.7,95,0,4.3,11.9,3.3
2015-10-25T00:00:00,8.7,91,0,3.7,14.3,0.5
2015-10-26T00:00:00,8.8,92,0,6.2,13.6,3.3
2015-10-27T00:00:00,7.7,93.7,0,6.2,8.8,0
2015-10-28T00:00:00,6.7,93.8,0,3.6,8.5,0
2015-10-29T00:00:00,7.3,96.3,0.1,4.5,9.2,0
2015-10-30T00:00:00,8,91.4,0,6.9,9.1,0
2015-10-31T00:00:00,8.2,85.2,0,2.5,14,5.5
2015-11-01T00:00:00,5.6,83,0,-0.5,14.5,9.4
2015-11-02T00:00:00,3,82.7,0,-3.5,13.3,9.4
2015-11-03T00:00:00,3,84.6,0,-3.8,12.9,8.2
2015-11-04T00:00:00,8.4,81.9,0,0.6,16,0.7
2015-11-05T00:00:00,8.7,86.3,0,3.8,16.8,5.8
2015-11-06T00:00:00,9.8,83.9,0,3.2,17.5,4.7
2015-11-07T00:00:00,12.5,89.5,0,8.3,17.6,1.8
2015-11-08T00:00:00,13.1,87.3,0,9.3,18.3,6.8
2015-11-09T00:00:00,13.4,75.3,0.1,6.2,18,2
2015-11-10T00:00:00,13,67,0,8,18,7
2015-11-11T00:00:00,9.9,74.4,0,3,16,6.6
2015-11-12T00:00:00,6.5,86.3,0,1.3,14,8
2015-11-13T00:00:00,6.7,85.5,0.3,0.5,12.3,3.9
2015-11-14T00:00:00,7.6,75,0.9,5.5,10,5.5
2015-11-15T00:00:00,11.8,61.2,0.5,6.1,15.6,1.1
2015-11-16T00:00:00,12.2,65.9,0,3.2,18.2,8.2
2015-11-17T00:00:00,10.3,76.7,0.2,2.3,15.3,0.2
2015-11-18T00:00:00,13.2,63.8,0,7.4,15.8,7.7
2015-11-19T00:00:00,13,61.3,0,9.9,15.1,3.1
2015-11-20T00:00:00,8.2,89.3,53.2,2,15,0
2015-11-21T00:00:00,2.5,86.2,1.7,-0.1,5,2.8
2015-11-22T00:00:00,0.2,87.5,0.3,-0.4,0.8,0.5
2015-11-23T00:00:00,-0.2,85.3,0,-3.4,2.1,2.9
2015-11-24T00:00:00,-2.4,86.9,0,-5.9,1.8,7.7
2015-11-25T00:00:00,1.2,90.7,1.1,-1.7,2.7,0
2015-11-26T00:00:00,1.5,92.8,1,-1.5,3.2,0
2015-11-27T00:00:00,-0.3,95.5,0,-1.9,1.2,0
2015-11-28T00:00:00,0.6,88.5,1.9,-1,1.9,1.3
2015-11-29T00:00:00,4.5,76,1.2,0.9,8.7,0
2015-11-30T00:00:00,8.9,71,0.6,8.1,9.7,0
2015-12-01T00:00:00,8.3,83,4.6,7.7,8.9,0
2015-12-02T00:00:00,7.9,86.9,0,6.3,9.2,0
2015-12-03T00:00:00,3.5,92.1,0,-1.9,7.3,2
2015-12-04T00:00:00,3.1,86.3,0.4,-3,8.8,4.3
2015-12-05T00:00:00,5.8,85.5,0,0.5,10.7,5.3
2015-12-06T00:00:00,4.8,99.1,0,-0.8,11.7,7.8
2015-12-07T00:00:00,5.8,96.6,0.3,2,12.1,6.1
2015-12-08T00:00:00,1,98.9,0,-1.9,2.5,0
2015-12-09T00:00:00,2.1,91.9,3.3,-1.4,5.9,0.4
2015-12-10T00:00:00,-0.2,73.1,0,-2.1,2,0
2015-12-11T00:00:00,0.9,84.8,0,-3.3,5.3,3.8
2015-12-12T00:00:00,5.7,90.5,0,-0.2,9.2,2.1
2015-12-13T00:00:00,3,91.7,0,-1.6,6.9,5.5
2015-12-14T00:00:00,2.9,94.9,0,-1,5.5,0
2015-12-15T00:00:00,1.9,94.4,0.2,-1.4,5.8,0.2
2015-12-16T00:00:00,4.2,95,2.6,-0.3,8.1,0
2015-12-17T00:00:00,8.6,97.2,3,5.1,11.2,0
2015-12-18T00:00:00,5.1,99.4,0.6,0.4,10.7,1.9
2015-12-19T00:00:00,3.7,93.7,0,1.2,8.9,1.5
2015-12-20T00:00:00,2.4,74.3,0,0.8,6.4,2.3
2015-12-21T00:00:00,3.9,79.5,0.4,0,7.9,0
2015-12-22T00:00:00,8.3,81.8,0,3.3,12.6,7.1
2015-12-23T00:00:00,6.7,79.1,0,0.3,12.2,4.7
2015-12-24T00:00:00,5.6,84.9,0,2.4,8.9,6.9
2015-12-25T00:00:00,6.7,85.6,0,1.9,13,7.5
2015-12-26T00:00:00,3.9,87,0,-0.4,11.1,7.7
2015-12-27T00:00:00,2.6,96.1,0,-1.9,11,7.7
2015-12-28T00:00:00,1.2,93.5,0,-2.7,7.6,7.6
2015-12-29T00:00:00,0.4,94.3,0.1,-2.7,3.5,2.1
2015-12-30T00:00:00,0.6,95,0,-2.1,2.9,0
2015-12-31T00:00:00,0.4,95,5.4,-1.6,1.9,0
2016-01-01T00:00:00,2.2,97.9,0,0.2,4.1,0
2016-01-02T00:00:00,-0.4,96.7,4.2,-1,0.2,0
2016-01-03T00:00:00,-2.1,94.4,3.6,-4.2,-1,0
2016-01-04T00:00:00,-0.4,89.8,4,-4.4,4.1,0.9
2016-01-05T00:00:00,0.9,91,2.1,-3.2,6.3,2.4
2016-01-06T00:00:00,1.4,91,1.7,-2.1,5.2,0.5
2016-01-07T00:00:00,2.4,92.6,2.3,0.9,4.4,1.8
2016-01-08T00:00:00,4.1,81.9,4.1,2.5,6.6,4.6
2016-01-09T00:00:00,4.4,97,1.1,2.5,6.2,0
2016-01-10T00:00:00,3.8,94.4,18,0.6,6.5,0.4
2016-01-11T00:00:00,5.1,87.1,5.8,3.6,6.7,0
2016-01-12T00:00:00,4.4,76.6,0.1,2.1,6,0.7
2016-01-13T00:00:00,2.5,79.8,0.5,0.9,3.7,0
2016-01-14T00:00:00,0.6,76.5,0,-3,3.1,6.2
2016-01-15T00:00:00,0.2,80.8,0.9,-1.1,1.8,0.2
2016-01-16T00:00:00,-0.9,85,0.4,-1.8,-0.4,0.1
2016-01-17T00:00:00,-3,86.5,0.7,-5.4,-1.4,1.1
2016-01-18T00:00:00,-7.4,91.7,0,-10.5,-4.6,2.8
2016-01-19T00:00:00,-7.4,88.2,0,-10.1,-5.1,0.1
2016-01-20T00:00:00,-5.4,83.5,0.3,-11.9,-1.6,7.8
2016-01-21T00:00:00,-3.8,84.1,0,-10,-0.6,0
2016-01-22T00:00:00,-9.1,93.7,1.1,-12.9,-6.2,0
2016-01-23T00:00:00,-0.9,93.8,1.3,-10.9,3.5,0
2016-01-24T00:00:00,0.2,91,2.5,-3,3.3,0.2
2016-01-25T00:00:00,3.6,92,0,-0.7,9.5,2.1
2016-01-26T00:00:00,4.4,82.6,0,-0.8,12.9,6
2016-01-27T00:00:00,7.8,72.8,0,1.4,13.5,1.2
2016-01-28T00:00:00,8.4,74.9,4.8,5.3,11.7,0
2016-01-29T00:00:00,5.8,88.4,0,1.6,9.8,3.8
2016-01-30T00:00:00,6.1,81.5,4.8,1,11,6.1
2016-01-31T00:00:00,3.2,91.2,19.2,0.9,9.8,0
2016-02-01T00:00:00,10.9,79.3,0,6.8,13.4,0
2016-02-02T00:00:00,8.3,75.6,0.3,6,10.9,2.9
2016-02-03T00:00:00,3.3,87,6.5,0.2,9.3,0
